User_Query,Expected_URL,Expected_Ans,Expected_Title
Key Features of Best Travel Insurance Policy,https://www.idfcfirstbank.com/personal-banking/insurance/travel-insurance#faqs,"·         Emergency Hospitalization & Medical Treatment:  Nobody can rule out the possibility of a medical emergency while travelling. By insuring your journey, you can stay assured as all your hospitalization and treatment expenses will be taken care of by your insurer.

·         Compensation for Flight-Related Adversities: Facing any adversities related to your flight is very common and chances of facing it increase if you are travelling abroad. Whether there has been a flight delay leading to a missed connecting flight or a delay or loss of baggage by your airline, your insurer will compensate for the losses you have incurred.

·         Trip-Related Adversities:  Nobody knows when an emergency can hinder your travel plans and would force you to delay or cancel your trip. International travel insurance provides coverage for unforeseen trip delays or trip cancellation.

·         Cashless Hospitalization Facility: If you get hospitalized or are availing medical treatment at an empanelled hospital of your insurer, you can receive cashless service under your international travel insurance online plan in which all your medical bills will be settled directly by your insurer. You would not have to pay up the hospital for any covered treatment.

·         Customized Policies for Senior Citizens:  While travelling, the needs of senior citizens are way different from the needs of other kinds of travellers. Taking cognizance of this fact, most travel insurance companies offer customized trip insurance policies for elderly people who are travelling within India or abroad

·         Available for Frequent Flyers:  Buying an insurance policy for each journey can turn out to be pretty expensive for people who travel frequently or multiple times in a year. To ensure that such frequent flyers enjoy the perks of trip, travel insurance plans on each journey without spending a fortune, insurance providers offer multi-trip policies with a year-long validity.",Key Features of Best Travel Insurance Policy
Types of Travel Insurance,https://www.idfcfirstbank.com/personal-banking/insurance/travel-insurance#faqs,"Multi-Trip Travel Insurance: This type of insurance plan is for people who undertake multiple overseas journeys in a year. It offers the same level of benefits on every trip, without buying a new policy before each journey. Thus, a traveler ends up saving large sums of money by opting for a multi-trip insurance policy. It is mostly purchased by people who go abroad frequently for business purposes.
Single Trip Travel Insurance: This type of insurance plan protects the insured traveler only for a single journey. Its validity begins with the start of the journey and ends with its culmination on returning home. This international travel insurance comes with a host of coverage that consists of medical cover as well as non-medical covers such as delay or loss of check-in baggage, personal liability, etc.",Types of Travel Insurance
What Does Travel Insurance Cover?,https://www.idfcfirstbank.com/personal-banking/insurance/travel-insurance#faqs,"The travel insurance policy provides a safety net from any unwanted expenses that would otherwise ruin your trip. These expenses include:

·         Trip Delay

·         Loss of Passport

·         Repatriation of Mortal Remains

·         Delayed/ Loss of Baggage

·         Medical-Related Emergency

·         Emergency Medical Evacuation

·         Hijack Distress Allowance

·         Compassionate Visit

·         Accidental Death and Disability

·         Home Burglary ",What Does Travel Insurance Cover?
Exclusions of Travel Insurance Plans,https://www.idfcfirstbank.com/personal-banking/insurance/travel-insurance#faqs,"Most trip insurance policies do not cover any claims arising out of the following reasons:

·         Claims arising due to dependency on intoxicants

·         War, Civil War or Terrorism

·         HIV AIDS

·         Alternative treatment

·         Cosmetic Treatment

·         Adventure Sports

·         Suicide or Self-Inflicted Injury

·         Pre-existing Diseases",Exclusions of Travel Insurance Plans
What is the Pradhan Mantri Jeevan Jyoti Bima Yojana?,https://www.idfcfirstbank.com/personal-banking/insurance/pradhan-mantri-insurance#faqs,"The Pradhan Mantri Jeevan Jyoti Bima Yojana is a low cost insurance policy designed to provide affordable life insurance coverage to all. It is a one-year life insurance scheme, renewable every year, offering coverage for death due to any reason. It is available to people between 18 years (age as of last birthday) to 50 years (age nearest birthday) having a savings bank account.",What is the Pradhan Mantri Jeevan Jyoti Bima Yojana?
What would be the benefits under Pradhan Mantri Jeevan Jyoti Bima Yojana?,https://www.idfcfirstbank.com/personal-banking/insurance/pradhan-mantri-insurance#faqs,Rs. 2 lakhs is payable on a subscriber's death due to any reason. This policy is a pure cover of the risk of death only.,What would be the benefits under Pradhan Mantri Jeevan Jyoti Bima Yojana?
How will the premium be paid?,https://www.idfcfirstbank.com/personal-banking/insurance/pradhan-mantri-insurance#faqs,We will debit the premium from your savings bank account through 'auto debit' facility under this Pradhan Mantri Health Insurance scheme.,How will the premium be paid?
Who would be the Administrator and Master Policy holder for the Pradhan Mantri Jeevan Jyoti Bima Yojana taken though IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/insurance/pradhan-mantri-insurance#faqs,HDFC Life will be the administrator and IDFC FIRST Bank will be the Master Policy Holder for policies taken by Savings bank account holders of IDFC FIRST Bank.,Who would be the Administrator and Master Policy holder for the Pradhan Mantri Jeevan Jyoti Bima Yojana taken though IDFC FIRST Bank?
What is “ASBA”?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"ASBA means “Application Supported by Blocked Amount”. ASBA is an application by an investor containing an authorization to Self Certified Syndicate Bank (SCSB) to block the application money in the bank account, for subscribing to an issue. If an investor is applying through ASBA, his application money shall be debited from the bank account only if his/her application is selected for allotment after the basis of allotment is finalized.",What is “ASBA”?
Who can apply through ASBA facility?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"SEBI has been specifying the investors who can apply through ASBA. In public issues w.e.f. May 1, 2010 all the investors can apply through ASBA. ",Who can apply through ASBA facility?
What is the advantage to an investor through ASBA?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"Applying through ASBA facility has the following advantages:

 

(i) The investor need not pay the application money by cheque rather the investor submits ASBA which accompanies an authorization to block the bank account to the extent of the application money.

(ii) The investor does not have to bother about refunds, as in ASBA only that much money to the extent required for allotment of securities, is deducted from the bank account only when his application is selected for allotment after the basis of allotment is finalized.

(iii) The investor continues to earn interest on the application money as the same remains in the bank account, which is not the case in other modes of payment.

(iv) The investor deals with the known intermediary i.e. its own bank.",What is the advantage to an investor through ASBA?
Is it mandatory for retail investors to apply through ASBA only?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"Yes, it is mandatory. A retail investor making application through ASBA ",Is it mandatory for retail investors to apply through ASBA only?
Where should I submit my Application Supported by Blocked Amount (ASBA)? How shall I know which bank and which branch of that bank is the designated branch for accepting ASBA applications?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"List of Self Certified Syndicate Banks (SCSBs) and their designed branches i.e. branches where ASBA application form can be submitted, is available on the websites of BSE (www.bseindia.com) and NSE (www.nseindia.com) and on the website of SEBI (www.sebi.gov.in). The list of SCSB would also be given in the ASBA application form.",Where should I submit my Application Supported by Blocked Amount (ASBA)? How shall I know which bank and which branch of that bank is the designated branch for accepting ASBA applications?
Can I submit ASBA in any of the banks specified in the list of SCSBs?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"No, ASBA can be submitted to the SCSB with which the investor is holding the bank account.",Can I submit ASBA in any of the banks specified in the list of SCSBs?
Am I required to submit ASBA only physically?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"No, you can either fill up the physical ASBA form available with SCSB and submit the same to the SCSB or apply electronically/online through the internet banking facility for IPO.",Am I required to submit ASBA only physically?
"Can I withdraw my ASBA bids? If yes, how?",https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"Retail individual investors can withdraw ASBA bids. During the bidding period you can approach the same bank to which you had submitted the ASBA and request for withdrawal through a duly signed letter citing your application number, Application number, if any.

After the bid closure period, you may send withdrawal request to the Registrar to the issue before the finalization of basis of allotment, who will cancel the bid and instruct SCSB to unblock the application money in the bank account after the finalization of basis of allotment.

However, Non-retail investors i.e. Qualified Institutional Buyers and Non Institutional Investors are not eligible to withdraw their bids at any time.","Can I withdraw my ASBA bids? If yes, how?"
Whether my bank account will be blocked or only the amount to the extent of application money is blocked?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"No, the entire bank account will not be blocked. Only the amount to the extent of application money authorized in the ASBA will be blocked in the bank account. The balance money, if any, in the account can still be used for other purposes.",Whether my bank account will be blocked or only the amount to the extent of application money is blocked?
"If I withdraw my bid made through ASBA, will the bank account be unblocked immediately?",https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"If the withdrawal is made during the bidding period, the SCSB deletes the bid and unblocks the application money in the bank account.

If the withdrawal is made after the bid closure date, the SCSB will unblock the application money only after getting appropriate instruction from the Registrar, which is after the finalization of basis of allotment in the issue.","If I withdraw my bid made through ASBA, will the bank account be unblocked immediately?"
Do I necessarily need to have a DP account with the SCSB where I intend to submit the ASBA application?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"No. It is not necessary to have a DP account with the SCSB, where you are submitting the ASBA.",Do I necessarily need to have a DP account with the SCSB where I intend to submit the ASBA application?
Can I submit my ASBA to a broker as is being done in the present issue ?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"Yes, you can submit ASBA with a registered broker of the stock exchange where the securities are proposed to be listed. However, the brokers would only upload the bid and other relevant details of such ASBA forms in the bidding platform provided by the stock exchanges and forward the ASBA forms to the respective SCSBs for blocking the funds for amount above 2L. Amount below 2L will be done through UPI 2.0 process.",Can I submit my ASBA to a broker as is being done in the present issue ?
Will I get the acknowledgement of receipt for applications submitted through ASBA from the SCSB?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"Yes. The SCSB shall give a counterfoil as an acknowledgement at the time of submission of ASBA and also the order number, generated at the time of uploading the application details, if sought by the investors in case of need",Will I get the acknowledgement of receipt for applications submitted through ASBA from the SCSB?
What happens when the issue fails/is withdrawn?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,In case the issue fails/withdrawn the SCSB shall unblock the application money from the bank accounts upon receiving instructions from the Registrar,What happens when the issue fails/is withdrawn?
"In case a person is having bank account with a branch, for example, at Kolkata can he submit IPO application through ASBA at a branch of the bank in Guwahati?",https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"Yes, this can be done provided that your bank has core banking facility and the ASBA form is submitted at a branch which is identified as designated branch by the bank.","In case a person is having bank account with a branch, for example, at Kolkata can he submit IPO application through ASBA at a branch of the bank in Guwahati?"
Is there a better chance of allotment if one applies in IPO through ASBA?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"The chance of getting allotment is same for all the applicants whether application is made through ASBA or non‐ASBA. ASBA is a simple, easy and smart way of applying in public issues. There are many advantages of applying through ASBA like money does not go out of investors’ account, no hassle of refund, investor keep earning interest on the blocked amount as banks have started paying interest on daily basis w.e.f. April 1, 2010 and it gives better opportunity for utilization of money",Is there a better chance of allotment if one applies in IPO through ASBA?
What if the SCSB is not the applicant’s banker?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"n case investor does not have an account with any of the SCSBs, then he cannot make use of the ASBA facility.",What if the SCSB is not the applicant’s banker?
How many applications can be made from a bank account?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,One applications can be made from a bank account per PAN.,How many applications can be made from a bank account?
Where can I get more detail on the ASBA application through UPI?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"You can click on the link below for complete details:
https://www.npci.org.in/what-we-do/upi/live-ipo",Where can I get more detail on the ASBA application through UPI?
In case of any complaints regarding the ASBA application applied through UPI whom can I approach?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,You may raise a complaint from the UPI App where you have placed the order or bring the issue to the knowledge of your bank through any other mode against the Unique Mandate Number for hold marked in bank account.,In case of any complaints regarding the ASBA application applied through UPI whom can I approach?
Who should I contact for support if hold marked in my IDFC FIRST Bank account is not removed post allotment process is completed?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"You can reach out to your branch or raise the issue using the link below:
https://www.idfcfirstbank.com/support/complaints",Who should I contact for support if hold marked in my IDFC FIRST Bank account is not removed post allotment process is completed?
Which are the Categories of investors for IPO through ASBA?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"There are 3 investor categories available for bid:

Retail Individual Investor (RII) : Any individual/NRI/HUF application or bid for securities of or for a value of not more than 2,00,000/- and can apply at Cut off Value

Non Institutional Investor (NII):  Any high Net worth Individual with application or bid for securities for value more than 2,00,000/- and cannot apply at Cut off Value

Qualified Institutional Buyer (QIB) : Investor category as Mutual Funds, Public Financial Institutions, Foreign Portfolio Investors and Commercial bank",Which are the Categories of investors for IPO through ASBA?
Can I modify/rebid my IPO application?,https://www.idfcfirstbank.com/personal-banking/investment/asba#faqs,"Yes, however the investor should note that:

A retail Individual Investor can revise the IPO application any time during the bidding period without any restriction. A Non Institutional Investor/ HNI can revise the IPO application only to upgrade the bid application. Downgrade from the existing Bid Application is not permitted to Non Institutional Investor/HNI category.",Can I modify/rebid my IPO application?
How do Savings Plan work?,https://www.idfcfirstbank.com/personal-banking/insurance/saving-plan#faqs,"A Savings plan is a contract between an insurance company and a customer, with a promise to the customer to pay a lump sum benefit amount after a certain period known as a term instead of regular payments by the customer to the insurance company. The contract also assures the customer’s appointee a certain lump sum as death benefit upon the demise of the customer/insured during the term of the policy. ",How do Savings Plan work?
Types of Savings Plans:,https://www.idfcfirstbank.com/personal-banking/insurance/saving-plan#faqs,"Based on maturity benefit, there are following saving schemes to select from –

Guaranteed returns: Also known as non-participating/without profit policies, the company profits are not shared, and no dividends are paid to the policyholders. Maturity benefit is equal to Guaranteed Sum Assured.

Guaranteed returns + additional bonus: Also known as participating policy/with-profit policy, it enables you as a policyholder to share the profits of the insurance company. These profits are shared in the form of bonuses or dividends. Maturity benefit is equal to Guaranteed Sum Assured + Bonus (based on company performance).",Types of Savings Plans:
How to choose the best Savings Plan?,https://www.idfcfirstbank.com/personal-banking/insurance/saving-plan#faqs,"Each individual has different requirements. You have to consider the following factors before you choose the Savings Plan that is right for you.

Evaluate financial goals: Different people have a different set of goals to achieve. Each of these goals requires a different amount of funds to achieve and a different period. Use these factor to choose a plan that allows you the achieve the goal.

Check features, riders, and flexibility: Savings plan comes with a wide range of features like riders for the accident, disability and illness that help you get additional coverage, the flexibility to access your funds in case of an emergency, and whether you can get a loan against the funds. Choose those that suit your requirements.

Determine investment horizon: Choosing an investment horizon helps to ensure that the cover you have opted for is available when you need it. It also helps you map your long-term goals and financial requirements which helps you choose the right plan accordingly.

Assess risk appetite: Savings Plans offer a variety of choices that cater to all risk appetites. Age and personal factors determine the number of risk people can take while investing in Savings Plans.",How to choose the best Savings Plan?
What are Annuity Plans?,https://www.idfcfirstbank.com/personal-banking/insurance/annuity-plan#faqs,"Annuity plans, also known as retirement plans, enable one to receive payments regularly after paying a lump sum amount. That payment made is further used by the company to generate income and pay the customer with the generated returns.",What are Annuity Plans?
What are the reasons to buy a retirement annuity plan?,https://www.idfcfirstbank.com/personal-banking/insurance/annuity-plan#faqs,"Safe Investment Option: Annuity plans let you plan for the future and is one of the safest investment tools because your payout is guaranteed. It isn’t like mutual funds or other investment options which are market-linked i.e. it doesn’t have the volatility in returns like other products.

Financial Security: Acts as a retirement plan that guarantees offering a payout during post-retirement phase of your life and lets you lead a comfortable and relaxed life in that period.

Flexibility in Payout: You have the flexibility to choose from an array of annuity options depending on what suits your requirements the most.",What are the reasons to buy a retirement annuity plan?
What is the difference between deferred and immediate annuity plans?,https://www.idfcfirstbank.com/personal-banking/insurance/annuity-plan#faqs,"Under this, the money is invested for some period before payments are made. It's recommended for individuals who are working and still have some more years before retirement. It may also come with a “life cover”, which implies that, in case of the demise of the insured, the nominee is paid a lump sum amount.

Immediate Annuity: In an immediate annuity, you start receiving payments as soon as the initial investment is made. If you are approaching retirement age, then this is the type of annuity to opt for. So, deferred annuity accumulates money while immediate annuity pays money.",What is the difference between deferred and immediate annuity plans?
How much do I need to invest in annuity plans?,https://www.idfcfirstbank.com/personal-banking/insurance/annuity-plan#faqs,"There is no limit on the amount that you need to invest in retirement plans. Whether you choose a deferred or an immediate annuity, there are few things you need to consider:

·         Your actual financial needs

·         Your long-term financial goals

·         Your current savings/investment portfolio

·         The impact of inflation.

For instance - If you are retiring at the age of 60, even before you zero down on your annuity pension plan, you will have to consider the amount required for your monthly expenses, the yearly inflation rate at which this expense will grow, emergency costs like payments toward health issues etc., to calculate the retirement savings you will require.


",How much do I need to invest in annuity plans?
What is business insurance?,https://www.idfcfirstbank.com/personal-banking/insurance/business-insurance#faqs,"Business insurance includes a broad range of policy options designed to protect businesses from financial loss. Every commercial operation has its own unique set of risks, and hence, a commercial insurance policy must be tailored to the business.

Many factors, from the size of your company to the number of workers you employ, the materials they handle, and whether you have business vehicles, will determine the specific coverage you need to mitigate risk and protect your company’s financials.",What is business insurance?
What are the types of business insurance solutions available?,https://www.idfcfirstbank.com/personal-banking/insurance/business-insurance#faqs,"At IDFC FIRST Bank, we offer a wide range of business insurance services such as –

·         Commercial insurance

·         Employee insurance

·         Corporate insurance

·         Commercial property insurance

·         Business liabilities insurance

·         Business property insurance

·         Business loan insurance",What are the types of business insurance solutions available?
What factors affect the cost of business insurance coverage?,https://www.idfcfirstbank.com/personal-banking/insurance/business-insurance#faqs,"The cost of insurance is based on a range of factors like:

The value of the company assets you wish to insure
A number of employees
Specific risks associated with your industry
Personal risk tolerance and the amount of liability protection you prefer",What factors affect the cost of business insurance coverage?
How does insurance fit into my overall strategic business plan?,https://www.idfcfirstbank.com/personal-banking/insurance/business-insurance#faqs,"At the most basic level, insurance helps you manage the risk of loss for your business. You don't want to experience a loss that would have been covered if you'd had the right policy in place. Spend time assessing your operational risks to determine your greatest risk factors or get in touch with us to help you with the same.",How does insurance fit into my overall strategic business plan?
What if my business needs to change?,https://www.idfcfirstbank.com/personal-banking/insurance/business-insurance#faqs,"The demands and opportunities your business faces are constantly shifting. As your business grows, offers new products or services, buys new equipment or develops new revenue streams, you may also take on new risks. It's a good idea to review whenever something significant changes, and at least once per year, to identify overlapping coverage or new areas of risk. The good news is that there are coverages available to adapt to your needs.",What if my business needs to change?
What are the benefits of using an IDFC FIRST Bank FASTag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"IDFC FIRST Bank is India's first 3-in-1 FASTag that offers contactless payments for Toll, Fuel and Parking.

IDFC FIRST Bank FASTag also offers cashback at select HPCL outlets, making it a companion to suit all your travel needs.",What are the benefits of using an IDFC FIRST Bank FASTag?
Can FASTag be purchased immediately?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"FASTag can be purchased immediately from designated point-of-sale(s) over 1000 locations across the highways, including majority of National Highway Toll Plazas. FASTag can also be purchased digitally from our website. You may call our customer care @18002669970 to know more details.",Can FASTag be purchased immediately?
Where can the tag can be used?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,FASTag is presently operational at 700+ national & select state toll plazas across Indian highways. More toll plazas will be brought under the FASTag program in the future. ,Where can the tag can be used?
What are the documents needed to apply for an IDFC FIRST Bank FASTag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"You will need to carry original as well as copy of your KYC document. 1. Registration Certificate (RC) of the vehicle. 2. Passport size photograph of the vehicle owner 3. KYC documents as per the category of the vehicle owner: All required documents for FASTag should be in the name of the owner of the vehicle. If car owner is not present at the time of application, driver will need to submit his photo ID proof. A valid driving license would be sufficient for Address & ID proof.",What are the documents needed to apply for an IDFC FIRST Bank FASTag?
Do I need to use any specific lane at the toll plaza for FASTag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Yes, you will have to use the lanes demarcated for FASTag.",Do I need to use any specific lane at the toll plaza for FASTag?
How much does it cost to get a FASTag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,FASTag has a one-time Fee of ₹100 including GST. The refundable security deposit depends on the vehicle type. Please check the 'Fees and Charges' section for details.,How much does it cost to get a FASTag?
Are there any other levies like convenience charges applicable?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,Please refer to the details provided in the schedule of charges section.,Are there any other levies like convenience charges applicable?
How can I change my login Id and password?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,An option of ‘Forgot user ID/Password ‘is available for user in FIRST Forward app and portal to reset the login ID and Password.,How can I change my login Id and password?
How can I change my contact number / address?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,Please contact the help desk on 18002669970 or use customer app/portal to raise a service request for change in contact details.,How can I change my contact number / address?
Can I recharge my FASTag at a toll plaza?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Yes, your FIRSTforward FASTag can be recharged at toll plazas where an IDFC FIRST Bank FASTag Point-Of-Sale is present. Your FIRSTforward FASTag can also be recharged online through WhatsApp, Bharat Bill Pay Service, Credit Card, Debit Card, Net Banking and/or UPI enabled apps, or through our (recommended) FIRSTforward Portal, Android or iOS Apps.

Portal - https://firstforward.idfcfirstbank.com/login/
Android - https://idfcfir.st/etolland/
iOS - https://idfcfir.st/etollios/",Can I recharge my FASTag at a toll plaza?
When & where will my FASTag be delivered?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Your offline purchase of FASTag will be affixed to your vehicles' windshield immediately - no wait needed. When purchased online, your FIRSTforward FASTag will be shipped to your address by registered post, and will be delivered in 3-5 business days.",When & where will my FASTag be delivered?
How can I check my FASTag status?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"You can check your FASTag status, review your statement, transfer funds between tags and/or recharge your FIRSTforward FASTag through our FIRSTforward Portal, Android or iOS Apps.",How can I check my FASTag status?
Can I transfer funds from one Tag to another?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Yes, it is possible. You can transfer the funds using “Funds Transfer” option on the Portal. You can also use the same feature to transfer funds from pool account to tag.",Can I transfer funds from one Tag to another?
Can I auto recharge my tag if I keep my pool account funded?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Yes, provided you have more than one vehicle linked to your login ID.",Can I auto recharge my tag if I keep my pool account funded?
Do I have to maintain the minimum balance in Tag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Yes, minimum amount is necessary in every Tag, depending on its vehicle class or subscribed product. If the Tag balance is below the threshold, the tag will be marked as “Low Balance Tag”.",Do I have to maintain the minimum balance in Tag?
How can I recharge my FASTag through WhatsApp?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,Just message 'Hi' to +91 95555 55555. Our WhatsApp Chat client will guide you through the process.,How can I recharge my FASTag through WhatsApp?
"If I have sold my old vehicle but want to use same Tag for my new vehicle, so how can I update vehicle details?",https://www.idfcfirstbank.com/personal-banking/fastag#faq,"The same tag cannot be used, as FASTag is tamper proof. The existing tag needs to be closed and a fresh tag needs to be issued for the new vehicle.","If I have sold my old vehicle but want to use same Tag for my new vehicle, so how can I update vehicle details?"
If I am selling my vehicle then what happens to the balance in my FASTag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,You need to submit a written application for Tag closure along with cancelled cheque. The Bank will transfer Security Deposit and balance in the account details shared.,If I am selling my vehicle then what happens to the balance in my FASTag?
What happens if my Tag gets damaged in an accident?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,Please contact your Partner to get a replacement tag. Your FIRSTforward FASTag can also be replaced at toll plazas where an IDFC FIRST Bank FASTag Point-Of-Sale is present.,What happens if my Tag gets damaged in an accident?
Is there any fee for Tag Replacement?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Yes, one time replacement fee of ₹ 100 is applicable for every Tag replacement.",Is there any fee for Tag Replacement?
What documents do I need to submit to get a FASTag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"FASTag is linked to an account, KYC documentation would be required as per the KYC policy. Apart from the KYC documentation, you need to submit Registration Certificate (RC) of the vehicle along with the application for FASTag. As FASTag is a prepaid account, it can be issued/operated as per below defined limits:

1) Limited KYC FASTag account holder

2) Full KYC FASTag account holder

This type of FASTag cannot have more than Rs. 10,000*/- balance. The monthly reload limit is also capped to Rs.10,000/-.Requirements: Minimum KYC details, vehicle RC Copy,

This type of FASTag account cannot have more than Rs. 1 Lakh balance at a time. There is no monthly reload cap in this account.Requirements: Full KYC details, vehicle RC Copy, Photo of the customer.

",What documents do I need to submit to get a FASTag?
Can I avail a monthly pass on my FASTag?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"Monthly pass for a toll plaza will be issued at that particular toll plaza or the POS locations put by the Acquirer Bank of the toll plaza. If you are registered tag holder, you need to visit the toll plaza [or the Acquirer Bank POS locations] and request for the particular pass scheme. You need to pay for the selected pass scheme by cash or card to the operator. Once the payment is approved, the operator will activate the pass scheme on the affixed tag. Note: There is no need to purchase any other RFID tag to avail a monthly pass scheme at any toll plaza. Your FASTag will be configured for the pass at the toll plaza.",Can I avail a monthly pass on my FASTag?
Can a FASTag be used for passage through toll plazas on the state highways?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,FASTag is presently operational at 700+ toll plazas across National/select State Highways. The system is inter-operable and the same FASTag can be used across all toll plazas under the NETC program. More toll plazas will be brought under the NETC program in the future. You may see the list of plazas in the 'Active Toll Plazas' section. Please visit www.ihmcl.com for more details.,Can a FASTag be used for passage through toll plazas on the state highways?
I reside within 10 km of a particular toll plaza. Do I need to take FASTag to get the concessions available for local vehicles?,https://www.idfcfirstbank.com/personal-banking/fastag#faq,"You can purchase a FASTag to avail the concessions. Once you purchase the FASTag, you will need to submit the required documents (proof of residence) at the Acquiring Bank POS location to validate your residence within 10 km of a particular plaza. Once it is verified, you may avail the concession on the FASTag assigned to your vehicle.",I reside within 10 km of a particular toll plaza. Do I need to take FASTag to get the concessions available for local vehicles?
"In case of harassment / misconduct / discourteous / rude behaviour of toll collection staff, what should we do?",https://www.idfcfirstbank.com/personal-banking/fastag#faq,"In case of such a scenario, a complaint is to be lodged with respective Project Directors at the toll plaza. Further, the incident may be reported to us via our email at etc.nodal@ihmcl.com. Become FT agent","In case of harassment / misconduct / discourteous / rude behaviour of toll collection staff, what should we do?"
What is UPI?,https://www.idfcfirstbank.com/personal-banking/payments/upi-payments,"The Unified Payments Interface (UPI) is a platform developed by the National Payments Corporation of India (NPCI) that powers multiple bank accounts into a single mobile application and merges several banking features under one umbrella. A UPI-enabled mobile application is secure, seamless, and can be used 24*7. UPI enables real-time bank-to-bank payments using a mobile number or a virtual payment address called a UPI ID.",What is UPI?
How does UPI work?,https://www.idfcfirstbank.com/personal-banking/payments/upi-payments,"UPI can be used to carry out online transactions by entering the beneficiary’s Virtual Payment Address (VPA), also called a UPI ID. To be able to make a transaction using UPI, you need to have the following:

· An internet connection

· A bank account

· A smartphone with an active mobile number linked to your bank account

· A UPI-enabled mobile app

Once you have access to these, you can start making transactions – i.e., sending and receiving money – through UPI. Here are three ways in which transactions can be made via UPI:

· By entering the UPI ID of the sender or receiver

· By scanning the UPI QR code

· Enter the receiver’s account number and IFSC (Indian Financial System Code)

It is important to note that these transactions are made through a UPI-enabled mobile app, without which a UPI transaction cannot be made.",How does UPI work?
How can you generate UPI QR code for your business?,https://www.idfcfirstbank.com/personal-banking/payments/upi-payments,"Generate a UPI QR code for your business by following these steps:

· Download the IDFC FIRST Bank UPI app from the Google Play Store

· Register and link any/all of your existing bank accounts to it

· Click on the menu icon on the left and select ‘My QR Code’

· Your UPI QR code is instantly generated and ready for use

· Download, print, and display your QR code inside your store where you accept payments",How can you generate UPI QR code for your business?
How to use the ‘Scan and Pay’ feature of the UPI app?,https://www.idfcfirstbank.com/personal-banking/payments/upi-payments,"Customers can use the ‘Scan and Pay’ feature of the app to make payments to merchants by following these steps:

· Open the UPI app on the mobile and select the ‘Scan and Pay’ feature

· Scan the store’s QR code using

· Authorize the transaction using their UPI PIN

· The UPI payment will be credited to the merchant’s bank account instantly

· Both merchant and the customer will receive a notification once the transaction is complete",How to use the ‘Scan and Pay’ feature of the UPI app?
How can you initiate a ‘Collect Payment’ Request from your UPI app?,https://www.idfcfirstbank.com/personal-banking/payments/upi-payments,"You can initiate a ‘Collect Payment’ Request from your app by following these steps:

· Download the IDFC FIRST Bank UPI app from the Google Play Store

· Register and link any/all of your existing bank accounts to it

· Click on the ‘ASK’ tab at the bottom of the screen

· Enter the Virtual Payments’ Address (VPA) of the payer, followed by the amount and submit the request

· The money will be instantly credited to your linked bank account, once the payer authorizes the request

· You can set a time limit for your payer to authorize your collection request and send reminders through the app to facilitate quick payments.",How can you initiate a ‘Collect Payment’ Request from your UPI app?
