ID,User_Query,Expected_UrL,Expected_Ans,Expected_Title,,,,,,,
3,What is the lowest interest rate personal loan available today?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Personal loan interest rates depend on multiple factors. Therefore, it is impossible to say the lowest interest rate personal loan in today’s market. However, our personal loan interest rates in India are among the lowest you can find.",What is the lowest interest rate personal loan available today?,,,,,,,
4,What are the factors that affect personal loan interest rates?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Credit score, monthly salary, and net worth are a few factors that affect personal loan rates.",What are the factors that affect personal loan interest rates?,,,,,,,
5,How to apply for a personal loan at IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Apply 'https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/application""  for a personal loan",How to apply for a personal loan at IDFC FIRST Bank?,,,,,,,
6,What is a Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"IDFC FIRST Bank’s personal loans help you borrow money for expenses during financial emergencies,  for going on a vacation, or for other personal expenses such as a wedding in the family. You can avail a personal loan at minimum interest rates for amounts ranging from ₹20,000 to ₹1 crore and for tenures ranging between six months and five years.",What is a Personal Loan?,,,,,,,
7,Why should I take a lowest rate interest Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"You can apply online for personal loans from IDFC FIRST Bank for a wide variety of reasons such as weddings, holidays, education, home renovation, and for emergencies. Personal Loans can help address your immediate needs and can also be used for borrowing money for not-so-urgent personal expenses.",Why should I take a lowest rate interest Personal Loan?,,,,,,,
8,Do I need to provide any security or collateral to apply for an instant Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Instant Personal Loans are not secured by any collateral or security and are disbursed at the discretion of IDFC FIRST Bank, based on the creditworthiness of the borrower. There is also no need for any co-signee or guarantor either. We provide you with instant Personal Loan online without security so that you can get easy access to credit for your personal needs.",Do I need to provide any security or collateral to apply for an instant Personal Loan?,,,,,,,
9,Will I have to visit an IDFC FIRST Bank branch to apply for personal loan online?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"No, you do not have to visit the IDFC FIRST Bank branch to apply for an online personal loan. Apply here : ",Will I have to visit an IDFC FIRST Bank branch to apply for personal loan online?,,,,,,,
10,Who can apply for IDFC FIRST Bank Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"IDFC FIRST Bank provides an online personal loan for both self-employed and salaried individuals. To determine your online personal loan eligibility, you must meet certain parameters. We establish eligibility by asking you a few questions through a form that is available on our website and mobile app. IDFC FIRST Bank will also base your eligibility on your credit score, income, and your existing liabilities, which will be used to ascertain your creditworthiness.",Who can apply for IDFC FIRST Bank Personal Loan?,,,,,,,
11,Is the interest rate on my Personal Loan flat or reducing?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"We have one of the lowest interest rates for online personal loans. As the outstanding principal amount reduces, the interest payable on your loan also reduces.",Is the interest rate on my Personal Loan flat or reducing?,,,,,,,
12,What are the must-knows while applying for your Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Here are some tips that you need to keep in mind before applying for personal loan:

· Have a clear goal and a justifiable reason for taking a personal loan

· Conduct in-depth research to understand the options available to you

· As the rate of interest is crucial in decision-making. Compare the interest rates before taking a call on your Personal Loan that you wish to apply for

· It is critical that you check the eligibility criteria for the Personal Loan that you wish to apply for, and that you fulfil the same

· Check if your credit score is good enough for your application to be accepted. A credit score of 750 and above has a higher chance of getting the personal loan approved.

· If you have a low credit score, your chances to get an online personal loan might be difficult. Please keep in mind that while you can consider a lender who is likely to approve your application it might come with higher interest rates.

· If you are applying for an online personal loan for the first time, ensure that you do not apply for multiple loans at the same time.",What are the must-knows while applying for your Personal Loan?,,,,,,,
13,What are the Do’s and Don’ts to keep in mind when applying for personal loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Ensure that you follow the Do’s and Don’ts before applying for the personal loan as mentioned below

Do:

· Take a look at your credit reports

· Check eligibility and requisite documentations

· Compare APR

· Check for additional charges like application fees, prepayment charges etc.

Don’t:

· Forget to check your credit score

· Accept the loan without analysing multiple online loan options

· Proceed with the application  without calculating your credit amount

· Miss out on comparing the interest rates from different banks",What are the Do’s and Don’ts to keep in mind when applying for personal loan?,,,,,,,
14,Is a personal loan available for a holiday or travel?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Yes, you can apply for a personal loan online. However, carry out a due estimation of your repayments and plan for them before the application process.",Is a personal loan available for a holiday or travel?,,,,,,,
15,How much time will it take for credit decisioning on my personal loan application?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"At IDFC FIRST Bank, we have an instant loan approval and decisioning process . After submission of your complete document(s), the loan application is logged in post which you can expect the first credit decisioning  on your personal loan application within two working days. In cases where field verification is required, it might take an additional two working days, subject to customer availability. Do make sure you check the necessary document(s) thoroughly before you submit your application.",How much time will it take for credit decisioning on my personal loan application?,,,,,,,
16,How do I calculate EMI on Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Click here : https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#calculator 
and calculate EMI for the desired loan amount",How do I calculate EMI on Personal Loan?,,,,,,,
17,What is the processing fees for Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Processing fee is Upto 3.5% of Loan Amount,What is the processing fees for Personal Loan?,,,,,,,
18,Is the Personal Loan processing fee refundable,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Sorry! It is non-refundable,Is the Personal Loan processing fee refundable,,,,,,,
19,What are the stamp duty charges on Personal Loan,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Stamp duty charges are at actuals,What are the stamp duty charges on Personal Loan,,,,,,,
20,Can I transfer my other bank personal loan to IDFC FIRST Bank,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Absolutely!you can seamlessly transfer all your existing petrsoanl loans and credit card outstanding balances,Can I transfer my other bank personal loan to IDFC FIRST Bank,,,,,,,
21,What is the Personal loan tenure available,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,We offer flexible tenure upto 60 months,What is the Personal loan tenure available,,,,,,,
22,What is the maximum Personal loan I can opt for,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"The Max loan amount you can opt for is Rs. 1,00,00,000",What is the maximum Personal loan I can opt for,,,,,,,
23,What are the different types of Personal Loans,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Please click here to find the different types of Personal Loans https://www.idfcfirstbank.com/personal-banking/loans/personal-loan,What are the different types of Personal Loans,,,,,,,
24,What are the documents required for a Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Click here 'https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/documentation' to view the list of documents,What are the documents required for a Personal Loan?,,,,,,,
25,Is there a credit check done for Small Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Yes, every bank performs a credit check on the applicant applying for the loan. Banks expect applicants to have a good credit and repayment history.",Is there a credit check done for Small Personal Loan?,,,,,,,
26,How do I send my bank statement and other documents for Small Personal Loans?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"If you are applying for a small online loan, the bank will ask you to upload the relevant documents on the website or app. If you choose to go to the bank physically and apply for the loan, you must carry physical copies of your bank statement and documents.",How do I send my bank statement and other documents for Small Personal Loans?,,,,,,,
27,How soon will the small loan get approved?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"If you are applying for a loan with IDFC FIRST Bank, you can get your loan approved within 48 hours.",How soon will the small loan get approved?,,,,,,,
28,In which cities does IDFC FIRST Bank operate?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"IDFC FIRST Bank has branches in 580 cities of India, including Madhya Pradesh, Delhi, Mumbai, Hyderabad, Bengaluru, Pune, Chennai, Ahmedabad and Kolkata.",In which cities does IDFC FIRST Bank operate?,,,,,,,
29,What are small personal loans for?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Any salaried worker or self-employed individual in India can apply for a small personal loan. The funds can address both personal and professional financial needs. Even business owners and entrepreneurs can get a small personal loan to cover their working capital needs.,What are small personal loans for?,,,,,,,
30,How can I get an instant small loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"You can apply for a loan with IDFC FIRST Bank online. Here are the steps to apply for the loan:

Stage 1: Online application
Visit the IDFC FIRST Bank website or Loans app to apply for an instant personal loan. Fill out an application form with your correct details.

Stage 2: Approval
The bank will approve your loan request if you pass the eligibility check.

Stage 3: Upload documents
Complete the verification process by uploading the necessary documents.

Stage 4: Disbursal
Once your documents are approved, the loan amount will be transferred into your account.",How can I get an instant small loan?,,,,,,,
31,What does a personal loan for travel mean?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"A personal loan for travel is a loan amount disbursed by banks specifically for travel. Planning a holiday can be expensive. Therefore, banks help you fund your holidays with these travel loans. You can use the travel loan amount to finance any aspect of your holiday, from tickets to accommodation.",What does a personal loan for travel mean?,,,,,,,
32,How does a personal loan for travel work?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"A personal loan for travel works like any personal loan. The only difference is that a personal loan can be used for any purpose, whereas a personal loan for travel must be used only for a holiday. You need to show your bank your travel itinerary and bookings at the time of application.",How does a personal loan for travel work?,,,,,,,
33,How is the personal loan for travel disbursed?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"The disbursal process is simple with IDFC FIRST Bank. Once your documents get verified, the loan amount will be credited to the bank account you have with IDFC FIRST Bank.",How is the personal loan for travel disbursed?,,,,,,,
34,Can I get a loan to travel abroad?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Yes, a travel loan can fund any trip you may want to take outside India.",Can I get a loan to travel abroad?,,,,,,,
35,How can I get a travel loan in India?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"You can apply for a travel loan with IDFC FIRST Bank. Submit the documents asked for and fill in your details. Wait for your documents to be verified. If your application meets the eligibility criteria, you can expect to get the loan amount into your account within 24-48 hours.",How can I get a travel loan in India?,,,,,,,
36,What is an emergency loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"An emergency loan is a loan that you can use to get out of a financial bind. It is an unsecured personal loan that does not need any form of security and can be utilised to cover a variety of personal emergencies. When unexpected financial costs arise, such as medical bills, tuition expenditures, or even wedding expenses, you can take out an emergency loan.",What is an emergency loan?,,,,,,,
37,What are the eligibility criteria for an emergency loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"The eligibility criteria for an emergency loan with IDFC FIRST Bank is:

For salaried individuals:
• Minimum age: 23 years
• Maximum age: at the time of loan maturity - 60 years or retirement, whichever comes first.
For self-employed individuals:

• The business must have been in existence for a minimum period of 3 years.
• Minimum age: 25 years
• Maximum age: 65 years at the time of loan maturity.",What are the eligibility criteria for an emergency loan?,,,,,,,
38,What are the uses of emergency loans?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"An emergency loan can be used if an unprecedented expenditure comes up. It can come in the form of a medical emergency, a wedding, and sudden home repairs. There is no restriction on how you use the loan amount.",What are the uses of emergency loans?,,,,,,,
39,How much loan amount can I take for an emergency loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,You can get an emergency loan of up to ₹40 lakhs with IDFC FIRST Bank. The amount sanctioned will be dependent on your credit score and if you fulfil all the eligibility criteria.,How much loan amount can I take for an emergency loan?,,,,,,,
40,How do I get emergency money?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"You can avail of emergency loans to fund unplanned expenses. Download the IDFC FIRST Bank app and apply for a personal loan. Post verification, you should have the loan amount in your account within 24 hours.",How do I get emergency money?,,,,,,,
41,What is a marriage loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,A personal loan used to fund the expenditures of a wedding is called a marriage loan. The loan amount can be used to fund any aspect of the wedding.,What is a marriage loan?,,,,,,,
42,How to apply for a marriage loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Once you hit ‘Apply,’ for your wedding loan, you will need to upload a set of documents. After those documents are verified, the loan amount is disbursed in your bank account within hours.",How to apply for a marriage loan?,,,,,,,
43,Which loan is best for marriage?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,A marriage loan is the best financial tool to fund a wedding.,Which loan is best for marriage?,,,,,,,
44,Can a girl take a loan for her marriage?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Yes, a girl can take a loan for her marriage if she fulfils the eligibility criteria. An applicant must be between the ages of 21 and 58 to be eligible for a marriage loan.",Can a girl take a loan for her marriage?,,,,,,,
45,How much money is required for marriage?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Marriages can cost anywhere between a few lakhs to a few crores. It depends on the kind of wedding the bride and groom want to have. On average, an Indian wedding can cost anywhere from ₹8-10 lakhs.",How much money is required for marriage?,,,,,,,
46,Why should I take a personal loan to fund my wedding?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,A personal loan for a wedding ensures that you enjoy the wedding of your dreams without cutting any corners. It also ensures that you do not have to tap into your assets and savings. A loan gives you the opportunity the use the amount you need and then pay it back slowly over time.,Why should I take a personal loan to fund my wedding?,,,,,,,
47,Can I foreclose or prepay a marriage loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Yes, you can. But you will have to pay a percentage of the total loan amount if you decide to foreclose it. With IDFC FIRST Bank, the foreclosure rate is 5% of the entire loan amount.",Can I foreclose or prepay a marriage loan?,,,,,,,
48,What is a medical emergency loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"A medical emergency loan is a loan that you can avail yourself of during a medical emergency. You can use it to cover hospitalisation, medicine, rehabilitation, recovery, and nursing care expenses. A medical emergency loan is an effective way out when you do not want to use your savings for medical treatment.",What is a medical emergency loan?,,,,,,,
49,How fast can I get a Personal Loan for a medical emergency?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,IDFC FIRST Bank can disburse your loan amount within a few hours.,How fast can I get a Personal Loan for a medical emergency?,,,,,,,
50,What are the mandatory documents needed for a medical loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"You need the following documents required for a medical loan:

1. Passport, Driver's License, and Pan card photocopies are acceptable forms of identification.

2. Passport/Voter Id/Ration card/Driving License/Address proof

3. Utility or phone bills from the last few months

4. A passport size photo

5. Recent payslips

6. Letter of appointment from your employer

7. Form 16

8. Bank statements from the previous months

9. Valid proof of income

10. Employment certificate",What are the mandatory documents needed for a medical loan?,,,,,,,
51,What are the eligibility criteria to apply for a medical loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Here are the eligibility requirements for a medical loan:

For self-employed individuals:

1. Minimum age: 25

2. Maximum age: 65 (at the time of loan maturity)

3. The business must have existed for a minimum of 3 years.
For salaried individuals:

1. Minimum age: 23

2. Maximum age: 60 (at the time of loan maturity) or retirement, whichever comes first.

3. Minimum monthly salary: ₹20,000 per month (barring Mumbai and Delhi residents)",What are the eligibility criteria to apply for a medical loan?,,,,,,,
52,Is collateral required to apply for a Personal Loan for medical emergencies?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,There is no need to provide collateral for a Personal Loan for medical emergencies.,Is collateral required to apply for a Personal Loan for medical emergencies?,,,,,,,
53,What is a debt consolidation loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"A debt consolidation loan is a type of personal loan used to repay existing debt. It allows you to concentrate on making only one payment each month, which helps you better monitor your finances.",What is a debt consolidation loan?,,,,,,,
54,How to instantly apply for a debt consolidation loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,You can apply for an instant debt consolidation loan through the different instant loans app.,How to instantly apply for a debt consolidation loan?,,,,,,,
55,What is the eligibility criteria for a debt consolidation loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"The eligibility criteria to apply for a debt consolidation loan differs from one lender to another. You must check with the lender of your check to know their eligibility criteria before applying for a loan. Generally, though, you must fulfil the following requirements:

• For self-employed individuals
Minimum age: 25
Maximum age: 65 (at the time of loan maturity)
The business must exist for a minimum of 3 years
• For salaried individuals
Minimum age: 23
Maximum age: 60 (at the time of loan maturity) or retirement, whichever comes first.
Minimum monthly salary: ₹25,000 per month",What is the eligibility criteria for a debt consolidation loan?,,,,,,,
56,Do debt consolidation loans go into your bank account?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Yes, your debt consolidation loan amounts go into your savings account. You can then use the funds in your account to repay your other loans.",Do debt consolidation loans go into your bank account?,,,,,,,
57,How much time does it take to get approval for a debt consolidation loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,"Approvals for debt consolidation loans take the same time as personal loans. The process can be completed quickly if you have a clean credit history, and your documents are in place. The loan amount usually reaches your account in 48 hours.",How much time does it take to get approval for a debt consolidation loan?,,,,,,,
58,What is the tenure for a debt consolidation loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#overview,Borrowers have the freedom to choose their debt consolidation loan tenure. They can pick any tenure from 12-60 months.,What is the tenure for a debt consolidation loan?,,,,,,,
1,What is a Business Loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,It is an unsecured loan which is provided to a self-employed individual and entity. It is typically used by businesses to upgrade or purchase equipment. It is repaid in equal instalments at fixed monthly intervals.,What is a Business Loan?,,,,,,,
2,What is the turnaround time for the disbursal and/or decision of the Business loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,We do our best to create a quick turnaround time for your loan. We process your loan within 6-7 days.,What is the turnaround time for the disbursal and/or decision of the Business loan?,,,,,,,
3,What are some of the main features of Business loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Here’s a list of some of the many features you can access to under this loan:

·         Collateral-free loans up to Rs.1 crore

·         Attractive business loan interest rates

·         Flexible tenure up to 48 months

·         Unique loan transfer and top-up facility

·         Attractive top-up facility for existing customers

·         Higher loan facility basis audited financials

·         Quick loan based on business bank statements or your GST returns

·         Superior customer experience with easy documentation and processes",What are some of the main features of Business loan?,,,,,,,
4,When can I get a line increase on my existing Business loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Once you complete regular repayment of your EMI for 12 months, you will be given the opportunity to get a line increase on your existing loan.",When can I get a line increase on my existing Business loan?,,,,,,,
5,What are the different requirements based on which I can avail a Business Loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"You can get a loan for your business basis the following:

·         Income

·         Banking

·         GST returns

·         Balance transfer with top-up

·         OD/CC surrogate ",What are the different requirements based on which I can avail a Business Loan?,,,,,,,
6,What is the maximum and minimum loan amounts that can be sanctioned for Business Loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Once you meet our Business Loan eligibility requirements, we can offer you a loan amount from a minimum of Rs.10 lakhs up to a maximum of Rs.1 crore",What is the maximum and minimum loan amounts that can be sanctioned for Business Loan?,,,,,,,
7,What is the maximum tenure under BIL?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Our loan tenures range from a minimum of 12 months up to a maximum of 48 months.,What is the maximum tenure under BIL?,,,,,,,
8,What is the minimum business continuity required?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,We require a minimum business continuity of 3 years to avail a loan.,What is the minimum business continuity required?,,,,,,,
9,Is there any age criteria to apply for a Business Loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Applicants need to be a minimum of 28 years old and a maximum of 65 years old at the time of loan maturity.,Is there any age criteria to apply for a Business Loan?,,,,,,,
10,Do I require any security or guarantor to avail Business loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"While we don’t require any security or guarantor for this loan, a co-applicant is mandatory.",Do I require any security or guarantor to avail Business loan?,,,,,,,
11,What is the provision for any unforeseen event post availing the Business loan from IDFC First Bank?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"We cannot predict future and hence we try to protect it by providing you insurance cover as below-

·        Group term insurance

·        Life Group Credit Protect

·        Health Protect plans

·        Accident protect plan",What is the provision for any unforeseen event post availing the Business loan from IDFC First Bank?,,,,,,,
12,What is a Loan Against Property?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"It is a Mortgage Loan offered to individuals/firms/companies against their existing property. Typically, the purpose of the loan is business expansion, debt consolidation, etc., A Loan Against Property helps you unlock the hidden equity in your property holdings. You can borrow money using your property as collateral and repay it in EMIs over time. This allows you to hold on to your property and, at the same time, raise funds for your business.",What is a Loan Against Property?,,,,,,,
13,What is the minimum and maximum property loan tenure?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Being one of the best banks in property loans, we offer our customers a loan tenure from a minimum of 12 months up to a maximum of 240 months",What is the minimum and maximum property loan tenure?,,,,,,,
14,What is the minimum and maximum mortgage loan amount I can apply for?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Our Property Loan allows customers to apply for a minimum of ₹10 lakhs up to a maximum of ₹7 crores for their business, depending on the program they’ve selected.",What is the minimum and maximum mortgage loan amount I can apply for?,,,,,,,
15,What kind of properties are eligible as collateral for this mortgage loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Properties eligible as collateral for our Loan Against Property are as follows:

·         Residential

·         Commercial

·         Industrial plots

·         Godowns",What kind of properties are eligible as collateral for this mortgage loan?,,,,,,,
16,What are the features of this property loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Apart from the many benefits of this loan, here’s a list of some of the features we offer:

·         Superior customer experience with easy documentation and processes    

·         Unique loan transfer and top-up facility

·         Higher Mortgage Loan facility basis audited financials

·         Quick loan based on business bank statements or your GST returns

·         Loan Against Property for salaried individuals

·         Rental income-based eligibility with a facility of lease rental discount program

·         Avail Mortgage Loan to buy a commercial property

·         Funding solutions for educational institutes, hospitals, and restaurants",What are the features of this property loan?,,,,,,,
17,What are the different products/schemes offered under this mortgage loan and what would be the documentation required?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Customers who wish to avail IDFC First Bank’s online Loan Against Property can apply basis the following:

·         Income documents

·         Average bank balance

·         GST returns

·         Rental income

·         Balance transfer with top-up facility",What are the different products/schemes offered under this mortgage loan and what would be the documentation required?,,,,,,,
18,What is the provision for any unforeseen events post availing the Loan against property from IDFC First Bank?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"We cannot predict future and hence we try to protect it by providing you insurance cover as below-

·        Property insurance 

·        Group term insurance

·        Life Group Credit Protect

·        Health Protect plans

·        Accident protect plan",What is the provision for any unforeseen events post availing the Loan against property from IDFC First Bank?,,,,,,,
19,I want to start a business. Can I get a FIRST STEP Micro Business Loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"No, you cannot. Your business should be running for at least 2 years to apply for small business loans. ",I want to start a business. Can I get a FIRST STEP Micro Business Loan?,,,,,,,
20,Which basic KYC documents are required for this small business loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"For this business loan without collateral, you need to provide at least one OVD (Aadhaar/Passport/Driving license/ Voter ID) with your correct name, date of birth, current address, and PAN. If PAN is not available, your Form 60 will have to be filled and submitted for verification. ",Which basic KYC documents are required for this small business loan?,,,,,,,
21,Do I need any business documents to get a FIRST STEP Micro Business Loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Yes, you need to provide proof of business as well as the proof for your business’ existence in the same place for at least 2 years to get a bank loan for business.",Do I need any business documents to get a FIRST STEP Micro Business Loan?,,,,,,,
22,How much time it will take for the small business loan amount to be disbursed?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"For our small business loans, a loan amount of up to 5 lakhs can be disbursed within 3 days of approval if all the required documents are provided.",How much time it will take for the small business loan amount to be disbursed?,,,,,,,
23,Do I need to visit an IDFC FIRST Bank branch to avail a small business loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,You will need to visit the bank branch once to sign the micro business loan agreement and complete all pre-disbursement formalities.,Do I need to visit an IDFC FIRST Bank branch to avail a small business loan?,,,,,,,
24,"I reside in an area where no IDFC FIRST Bank branch is present, how can I get a micro business loan?",https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,We offer micro business loans in the radius of 5-10 kms of the nearest IDFC FIRST Retail Asset Branch.,"I reside in an area where no IDFC FIRST Bank branch is present, how can I get a micro business loan?",,,,,,,
25,"I have a savings account with IDFC FIRST Bank, do I still need to submit my KYC documents?",https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Yes, you are required to submit your KYC documents to avail a small business loan.","I have a savings account with IDFC FIRST Bank, do I still need to submit my KYC documents?",,,,,,,
26,Is it mandatory to have an account with IDFC FIRST Bank to avail a micro business loan?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"No, it is not mandatory to have an account with IDFC FIRST Bank to avail a small business loan. However, we suggest opening a savings account with the IDFC First Bank to avail the benefits offered by the bank over a savings account.",Is it mandatory to have an account with IDFC FIRST Bank to avail a micro business loan?,,,,,,,
27,What are the different ways of paying my micro business loan EMI?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Your EMIs are debited from your bank account on the due date through the NACH registered at the time of loan application. In case your EMI has bounced, you can visit https://reporting.capitalfirst.com/quickpay/QPInfo_Customer.aspx to pay your EMI.  You can visit our nearby retail asset branch to pay your EMI as well. You can also reach out to our sales officer who can guide you to pay your EMI through other available options like Paytm/Google Pay, etc.",What are the different ways of paying my micro business loan EMI?,,,,,,,
28,"I live in a rental house and have been running my business through a rental shop for several years, can I avail a micro business loan?",https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"You need to have a house/shop in your name or in the name of your spouse, father or mother to avail a small business loan. ","I live in a rental house and have been running my business through a rental shop for several years, can I avail a micro business loan?",,,,,,,
29,What is the average balance to be maintained for Agri Multiplier Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"To cater to the seasonality of the Agri business, an Average Quarterly Balance of Rs.50,000 needs to be maintained.",What is the average balance to be maintained for Agri Multiplier Account?,,,,,,,
30,What is the free cash deposit limit in Agri Multiplier Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"The free cash deposit limit in Agri Multiplier Account is 20 times of AMB, i.e. up to 1Cr. If it goes beyond, then charges will be applied as per SOC.Eg: If AMB of 2 Lacs is maintained in August, free cash limit will be 40 Lacs for the August month.",What is the free cash deposit limit in Agri Multiplier Account?,,,,,,,
31,Who can apply for an Agri Multiplier Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Agri Multiplier Account is specially created for the Arthiyas and Traders segment to ensure ease of banking transactions.,Who can apply for an Agri Multiplier Account?,,,,,,,
32,Is there any mandatory document required for opening an Agri Multiplier Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"For the opening of the account, the APMC/Mandi License is required as a mandatory document for proof of business.",Is there any mandatory document required for opening an Agri Multiplier Account?,,,,,,,
33,Is there a free limit on cash withdrawals?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Agri multiplier account offers unlimited cash withdrawal.,Is there a free limit on cash withdrawals?,Fail,Showing wrong response,,,,,
34,Can we deposit or withdraw cash other than the account holding Branch?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,IDFC FIRST Bank provides anywhere banking wherein the customer can deposit/withdraw cash at any branch in the country.,Can we deposit or withdraw cash other than the account holding Branch?,,,,,,,
